SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Count of Students Expected to Test,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentParticipation
2017-18,Walla Walla Public Schools,All,All Students,05,SBAC,ELA,403.0,0.24317617866,0.1861042183622,0.3176178660049,0.2406947890818,0.9875930521091
2017-18,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,ELA,54.0,0.6111111111111,0.2407407407407,0.1481481481481,0.0,1.0
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,ELA,403.0,0.24317617866,0.1861042183622,0.3176178660049,0.2406947890818,0.9875930521091
2017-18,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,ELA,157.0,0.1273885350318,0.0955414012738,0.3057324840764,0.452229299363,0.9808917197452
2017-18,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,246.0,0.3170731707317,0.2439024390243,0.3252032520325,0.1056910569105,0.9918699186991
2017-18,Walla Walla Public Schools,Gender,Male,05,SBAC,ELA,194.0,0.2835051546391,0.1958762886597,0.3556701030927,0.1546391752577,0.9896907216494
2017-18,Walla Walla Public Schools,Gender,Female,05,SBAC,ELA,209.0,0.2057416267942,0.1770334928229,0.2822966507177,0.3205741626794,0.9856459330143
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,ELA,,0.2449494949494,0.1843434343434,0.3156565656565,0.2449494949494,0.9898989898989
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,ELA,,0.2367758186397,0.1889168765743,0.3173803526448,0.2443324937027,0.9874055415617
2017-18,Walla Walla Public Schools,Military,Military Parent,05,SBAC,ELA,10.0,0.1,0.3,0.2,0.3,0.9
2017-18,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,05,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,s504,Non Section 504,05,SBAC,ELA,388.0,0.2319587628865,0.1881443298969,0.3221649484536,0.2448453608247,0.9871134020618
2017-18,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,ELA,342.0,0.1520467836257,0.1988304093567,0.3567251461988,0.2836257309941,0.9912280701754
2017-18,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,Math,,0.2177650429799,0.2750716332378,0.2464183381088,0.2492836676217,0.9885386819484
2017-18,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,Math,247.0,0.3967611336032,0.2995951417004,0.1740890688259,0.1214574898785,0.991902834008
2017-18,Walla Walla Public Schools,homeless,Homeless,05,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,Math,,0.2853535353535,0.2651515151515,0.2171717171717,0.2222222222222,0.9898989898989
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,Math,,0.2814070351758,0.2663316582914,0.2185929648241,0.2211055276381,0.9874371859296
2017-18,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,Math,394.0,0.2893401015228,0.2690355329949,0.2208121827411,0.2106598984771,0.989847715736
2017-18,Walla Walla Public Schools,Race,Asian,05,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,Math,175.0,0.4171428571428,0.2914285714285,0.1885714285714,0.0971428571428,0.9942857142857
2017-18,Walla Walla Public Schools,s504,Section 504,05,SBAC,Math,,0.4,0.3333333333333,0.2,0.0666666666666,1.0
2017-18,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,Math,343.0,0.2099125364431,0.2857142857142,0.2419825072886,0.2536443148688,0.9912536443148
2017-18,Walla Walla Public Schools,All,All Students,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,FRL,Non-Low Income,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Gender,Male,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,s504,Non Section 504,06,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,FRL,Low-Income,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,SWD,Students with Disabilities,06,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,All,All Students,06,SBAC,ELA,393.0,0.3155216284987,0.2824427480916,0.2391857506361,0.1450381679389,0.9821882951653
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,06,SBAC,ELA,393.0,0.3155216284987,0.2824427480916,0.2391857506361,0.1450381679389,0.9821882951653
2017-18,Walla Walla Public Schools,FRL,Low-Income,06,SBAC,ELA,229.0,0.4454148471615,0.3013100436681,0.1834061135371,0.0655021834061,0.9956331877729
2017-18,Walla Walla Public Schools,Gender,Female,06,SBAC,ELA,170.0,0.2235294117647,0.2882352941176,0.3058823529411,0.1705882352941,0.9882352941176
2017-18,Walla Walla Public Schools,homeless,Homeless,06,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,06,SBAC,ELA,,0.3,0.2868421052631,0.2447368421052,0.15,0.9815789473684
2017-18,Walla Walla Public Schools,Migrant,Migrant,06,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,06,SBAC,ELA,,0.3153846153846,0.2820512820512,0.2384615384615,0.1461538461538,0.9820512820512
2017-18,Walla Walla Public Schools,Military,Military Parent,06,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,06,SBAC,ELA,,0.3161953727506,0.2827763496143,0.2390745501285,0.1439588688946,0.9820051413881
2017-18,Walla Walla Public Schools,Race,Black/ African American,06,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,06,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,TwoorMoreRaces,06,SBAC,ELA,16.0,0.25,0.25,0.3125,0.1875,1.0
2017-18,Walla Walla Public Schools,Race,White,06,SBAC,ELA,203.0,0.231527093596,0.2463054187192,0.2807881773399,0.2118226600985,0.9704433497536
2017-18,Walla Walla Public Schools,s504,Non Section 504,06,SBAC,ELA,,0.307486631016,0.2780748663101,0.2486631016042,0.1470588235294,0.9812834224598
2017-18,Walla Walla Public Schools,SWD,Students without Disabilities,06,SBAC,ELA,,0.2573099415204,0.298245614035,0.2719298245614,0.1637426900584,0.9912280701754
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,06,SBAC,Math,,0.2771428571428,0.3228571428571,0.1971428571428,0.1857142857142,0.9828571428571
2017-18,Walla Walla Public Schools,FRL,Non-Low Income,06,SBAC,Math,165.0,0.1515151515151,0.2666666666666,0.2484848484848,0.3030303030303,0.9696969696969
2017-18,Walla Walla Public Schools,FRL,Low-Income,06,SBAC,Math,229.0,0.4672489082969,0.3406113537117,0.122270742358,0.0655021834061,0.9956331877729
2017-18,Walla Walla Public Schools,Gender,Male,06,SBAC,Math,224.0,0.3482142857142,0.3125,0.1473214285714,0.1696428571428,0.9776785714285
2017-18,Walla Walla Public Schools,homeless,Homeless,06,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,06,SBAC,Math,,0.3254593175853,0.3097112860892,0.1784776902887,0.1706036745406,0.9842519685039
2017-18,Walla Walla Public Schools,Migrant,Migrant,06,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Military,Military Parent,06,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,06,SBAC,Math,,0.3358974358974,0.3102564102564,0.1743589743589,0.1641025641025,0.9846153846153
2017-18,Walla Walla Public Schools,Race,Asian,06,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,TwoorMoreRaces,06,SBAC,Math,16.0,0.375,0.1875,0.25,0.1875,1.0
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),06,SBAC,Math,163.0,0.4846625766871,0.3312883435582,0.1042944785276,0.0674846625766,0.9877300613496
2017-18,Walla Walla Public Schools,s504,Non Section 504,06,SBAC,Math,375.0,0.328,0.3093333333333,0.1813333333333,0.1653333333333,0.984
2017-18,Walla Walla Public Schools,SWD,Students without Disabilities,06,SBAC,Math,,0.2748538011695,0.3304093567251,0.2017543859649,0.1842105263157,0.9912280701754
2017-18,Walla Walla Public Schools,All,All Students,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Gender,Female,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,White,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,SWD,Students with Disabilities,07,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,All,All Students,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,SWD,Students with Disabilities,07,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,All,All Students,07,SBAC,ELA,445.0,0.267415730337,0.238202247191,0.3213483146067,0.1617977528089,0.9887640449438
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,07,SBAC,ELA,445.0,0.267415730337,0.238202247191,0.3213483146067,0.1617977528089,0.9887640449438
2017-18,Walla Walla Public Schools,FRL,Low-Income,07,SBAC,ELA,241.0,0.3858921161825,0.2863070539419,0.2655601659751,0.0497925311203,0.9875518672199
2017-18,Walla Walla Public Schools,Gender,Female,07,SBAC,ELA,211.0,0.2654028436018,0.21327014218,0.3080568720379,0.1990521327014,0.9857819905213
2017-18,Walla Walla Public Schools,Gender,Male,07,SBAC,ELA,234.0,0.2692307692307,0.2606837606837,0.3333333333333,0.1282051282051,0.9914529914529
2017-18,Walla Walla Public Schools,homeless,Homeless,07,SBAC,ELA,16.0,0.5,0.1875,0.25,0.0625,1.0
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,07,SBAC,ELA,429.0,0.2587412587412,0.2400932400932,0.3240093240093,0.1655011655011,0.9883449883449
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,07,SBAC,ELA,,0.2574712643678,0.2390804597701,0.3264367816091,0.1655172413793,0.9885057471264
2017-18,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,07,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,Black/ African American,07,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,White,07,SBAC,ELA,238.0,0.1428571428571,0.2058823529411,0.390756302521,0.2521008403361,0.9915966386554
2017-18,Walla Walla Public Schools,s504,Non Section 504,07,SBAC,ELA,422.0,0.2654028436018,0.2417061611374,0.324644549763,0.1611374407582,0.9928909952606
2017-18,Walla Walla Public Schools,All,All Students,07,SBAC,Math,445.0,0.3640449438202,0.2516853932584,0.1865168539325,0.1820224719101,0.9842696629213
2017-18,Walla Walla Public Schools,ELL,English Language Learners,07,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,FRL,Non-Low Income,07,SBAC,Math,204.0,0.1862745098039,0.2303921568627,0.2401960784313,0.3333333333333,0.9901960784313
2017-18,Walla Walla Public Schools,FRL,Low-Income,07,SBAC,Math,241.0,0.5145228215767,0.2697095435684,0.1410788381742,0.0539419087136,0.9792531120331
2017-18,Walla Walla Public Schools,Gender,Male,07,SBAC,Math,234.0,0.3418803418803,0.2564102564102,0.1923076923076,0.1923076923076,0.9829059829059
2017-18,Walla Walla Public Schools,homeless,Homeless,07,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,07,SBAC,Math,,0.3566433566433,0.2540792540792,0.1888111888111,0.1864801864801,0.9860139860139
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,07,SBAC,Math,,0.3609195402298,0.2482758620689,0.1885057471264,0.1862068965517,0.983908045977
2017-18,Walla Walla Public Schools,Military,Non Military Parent,07,SBAC,Math,,0.3661327231121,0.254004576659,0.1807780320366,0.183066361556,0.9839816933638
2017-18,Walla Walla Public Schools,Race,Asian,07,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,TwoorMoreRaces,07,SBAC,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),07,SBAC,Math,180.0,0.5166666666666,0.2722222222222,0.1222222222222,0.0611111111111,0.9722222222222
2017-18,Walla Walla Public Schools,Race,White,07,SBAC,Math,238.0,0.2268907563025,0.235294117647,0.2478991596638,0.281512605042,0.9915966386554
2017-18,Walla Walla Public Schools,SWD,Students with Disabilities,07,SBAC,Math,57.0,0.8421052631578,0.0877192982456,0.0526315789473,0.0,0.9824561403508
2017-18,Walla Walla Public Schools,SWD,Students without Disabilities,07,SBAC,Math,388.0,0.2938144329896,0.2757731958762,0.2061855670103,0.2087628865979,0.9845360824742
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,08,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,08,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,SWD,Students with Disabilities,08,AIM,ELA,,,,,,
2017-18,Walla Walla Public Schools,All,All Students,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,ELL,Non-English Language Learners,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Gender,Male,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,homeless,Non-Homeless,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Military,Non Military Parent,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Race,White,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,s504,Non Section 504,08,AIM,Math,,,,,,
2017-18,Walla Walla Public Schools,Foster,Non-Foster Care,08,SBAC,ELA,410.0,0.1853658536585,0.2682926829268,0.3878048780487,0.1390243902439,0.980487804878
2017-18,Walla Walla Public Schools,Gender,Female,08,SBAC,ELA,200.0,0.15,0.25,0.4,0.195,0.995
2017-18,Walla Walla Public Schools,Gender,Male,08,SBAC,ELA,210.0,0.2190476190476,0.2857142857142,0.3761904761904,0.0857142857142,0.9666666666666
2017-18,Walla Walla Public Schools,homeless,Homeless,08,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Migrant,08,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Migrant,Non Migrant,08,SBAC,ELA,,0.1836228287841,0.2655086848635,0.3895781637717,0.1414392059553,0.9801488833746
2017-18,Walla Walla Public Schools,Race,Black/ African American,08,SBAC,ELA,,,,,,
2017-18,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,SBAC,ELA,170.0,0.2764705882352,0.335294117647,0.3117647058823,0.0647058823529,0.9882352941176
2017-18,Walla Walla Public Schools,Race,White,08,SBAC,ELA,216.0,0.1157407407407,0.2129629629629,0.4629629629629,0.1898148148148,0.9814814814814
