SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentNoScore,PercentParticipation
2020-21,Walla Walla Public Schools,ELL,English Language Learners,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,11,SBAC,Math,0.4154929577464,0.2652582159624,0.1361502347417,0.0985915492957,0.0845070422535,0.9154929577464
2020-21,Walla Walla Public Schools,Foster,Foster Care,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,11,SBAC,Math,0.457627118644,0.239406779661,0.1228813559322,0.0889830508474,0.0911016949152,0.9088983050847
2020-21,Walla Walla Public Schools,FRL,Low-Income,11,SBAC,Math,0.6025641025641,0.2008547008547,0.0726495726495,0.0128205128205,0.1111111111111,0.8888888888888
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,11,SBAC,Math,0.3208333333333,0.275,0.1708333333333,0.1625,0.0708333333333,0.9291666666666
2020-21,Walla Walla Public Schools,Gender,Gender X,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,11,SBAC,Math,0.4930875576036,0.258064516129,0.0967741935483,0.0783410138248,0.073732718894,0.9262672811059
2020-21,Walla Walla Public Schools,Gender,Male,11,SBAC,Math,0.4387351778656,0.2213438735177,0.1422924901185,0.090909090909,0.1067193675889,0.893280632411
2020-21,Walla Walla Public Schools,homeless,Homeless,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,11,SBAC,Math,0.4595744680851,0.2382978723404,0.1234042553191,0.0893617021276,0.0893617021276,0.9106382978723
2020-21,Walla Walla Public Schools,Migrant,Migrant,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,11,SBAC,Math,0.4518201284796,0.2419700214132,0.1241970021413,0.0899357601713,0.0920770877944,0.9079229122055
2020-21,Walla Walla Public Schools,Military,Military Parent,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,11,SBAC,Math,0.4615384615384,0.2371794871794,0.1217948717948,0.0876068376068,0.0918803418803,0.9081196581196
2020-21,Walla Walla Public Schools,Race,Asian,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,11,SBAC,Math,0.5,0.2142857142857,0.0714285714285,0.1428571428571,0.0714285714285,0.9285714285714
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),11,SBAC,Math,0.6228571428571,0.24,0.0514285714285,0.0171428571428,0.0685714285714,0.9314285714285
2020-21,Walla Walla Public Schools,Race,White,11,SBAC,Math,0.3395522388059,0.2388059701492,0.1753731343283,0.1380597014925,0.1082089552238,0.8917910447761
2020-21,Walla Walla Public Schools,s504,Section 504,11,SBAC,Math,0.4545454545454,0.3030303030303,0.1212121212121,0.090909090909,0.030303030303,0.9696969696969
2020-21,Walla Walla Public Schools,s504,Non Section 504,11,SBAC,Math,0.4603174603174,0.2335600907029,0.1224489795918,0.0884353741496,0.095238095238,0.9047619047619
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,11,SBAC,Math,0.4224343675417,0.2649164677804,0.1384248210023,0.1002386634844,0.0739856801909,0.926014319809
2020-21,Walla Walla Public Schools,All,All Students,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,ELL,English Language Learners,All Grades,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,All Grades,AIM,ELA,0.2692307692307,0.3461538461538,0.3076923076923,0.076923076923,0.0,1.0
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,All Grades,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,All Grades,AIM,ELA,0.125,0.375,0.4166666666666,0.0833333333333,0.0,1.0
2020-21,Walla Walla Public Schools,Gender,Female,All Grades,AIM,ELA,0.3333333333333,0.3333333333333,0.3333333333333,0.0,0.0,1.0
2020-21,Walla Walla Public Schools,Gender,Male,All Grades,AIM,ELA,0.1818181818181,0.3636363636363,0.3636363636363,0.090909090909,0.0,1.0
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,Military,Non Military Parent,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,All Grades,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,White,All Grades,AIM,ELA,0.2,0.4666666666666,0.3333333333333,0.0,0.0,1.0
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),All Grades,AIM,ELA,0.2777777777777,0.2777777777777,0.3888888888888,0.0555555555555,0.0,1.0
2020-21,Walla Walla Public Schools,s504,Non Section 504,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,All Grades,AIM,ELA,0.235294117647,0.3529411764705,0.3529411764705,0.0588235294117,0.0,1.0
2020-21,Walla Walla Public Schools,All,All Students,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,ELL,English Language Learners,All Grades,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,All Grades,AIM,Math,0.0384615384615,0.3076923076923,0.4615384615384,0.1923076923076,0.0,1.0
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,FRL,Low-Income,All Grades,AIM,Math,0.125,0.25,0.4166666666666,0.2083333333333,0.0,1.0
2020-21,Walla Walla Public Schools,Gender,Female,All Grades,AIM,Math,0.0,0.4166666666666,0.5,0.0833333333333,0.0,1.0
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,Military,Non Military Parent,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,All Grades,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,White,All Grades,AIM,Math,0.0,0.4666666666666,0.3333333333333,0.2,0.0,1.0
2020-21,Walla Walla Public Schools,s504,Non Section 504,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,All,All Students,All Grades,SBAC,ELA,0.2822749476622,0.225401256106,0.238660153524,0.2062107466852,0.0474528960223,0.9525471039776
2020-21,Walla Walla Public Schools,ELL,English Language Learners,All Grades,SBAC,ELA,0.7095808383233,0.1946107784431,0.0389221556886,0.0,0.0568862275449,0.943113772455
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,All Grades,SBAC,ELA,0.2259083728278,0.2294628751974,0.2650078988941,0.2334123222748,0.0462085308056,0.9537914691943
2020-21,Walla Walla Public Schools,Foster,Foster Care,All Grades,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,All Grades,SBAC,ELA,0.2820602662929,0.2259985984583,0.2382620882971,0.2063770147161,0.0473020322354,0.9526979677645
2020-21,Walla Walla Public Schools,FRL,Low-Income,All Grades,SBAC,ELA,0.3977900552486,0.2535297728667,0.1853898096992,0.110497237569,0.0527931246163,0.9472068753836
2020-21,Walla Walla Public Schools,Gender,Gender X,All Grades,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,All Grades,SBAC,ELA,0.2588904694167,0.2162162162162,0.2610241820768,0.2155049786628,0.0483641536273,0.9516358463726
2020-21,Walla Walla Public Schools,Gender,Male,All Grades,SBAC,ELA,0.3066850447966,0.235699517574,0.2184700206753,0.1929703652653,0.0461750516884,0.9538249483115
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,All Grades,SBAC,ELA,0.2789623312011,0.2260127931769,0.2398720682302,0.2089552238805,0.046197583511,0.9538024164889
2020-21,Walla Walla Public Schools,Migrant,Migrant,All Grades,SBAC,ELA,0.5555555555555,0.2777777777777,0.1111111111111,0.0,0.0555555555555,0.9444444444444
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,All Grades,SBAC,ELA,0.2787985865724,0.2247349823321,0.2402826855123,0.2088339222614,0.0473498233215,0.9526501766784
2020-21,Walla Walla Public Schools,Military,Military Parent,All Grades,SBAC,ELA,0.1794871794871,0.2307692307692,0.3076923076923,0.2820512820512,0.0,1.0
2020-21,Walla Walla Public Schools,Military,Non Military Parent,All Grades,SBAC,ELA,0.2836929607357,0.2253272019808,0.2377078174743,0.2051644853201,0.0481075344888,0.9518924655111
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,All Grades,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,All Grades,SBAC,ELA,0.3636363636363,0.090909090909,0.090909090909,0.2727272727272,0.1818181818181,0.8181818181818
2020-21,Walla Walla Public Schools,Race,Black/ African American,All Grades,SBAC,ELA,0.24,0.24,0.32,0.12,0.08,0.92
2020-21,Walla Walla Public Schools,Race,Asian,All Grades,SBAC,ELA,0.2777777777777,0.1666666666666,0.2222222222222,0.3333333333333,0.0,1.0
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,All Grades,SBAC,ELA,0.252427184466,0.252427184466,0.1941747572815,0.2330097087378,0.0679611650485,0.9320388349514
2020-21,Walla Walla Public Schools,Race,White,All Grades,SBAC,ELA,0.1961690885072,0.1961690885072,0.2608982826948,0.2919418758256,0.0548216644649,0.945178335535
2020-21,Walla Walla Public Schools,s504,Section 504,All Grades,SBAC,ELA,0.2357142857142,0.2571428571428,0.2357142857142,0.2285714285714,0.0428571428571,0.9571428571428
2020-21,Walla Walla Public Schools,s504,Non Section 504,All Grades,SBAC,ELA,0.2846661775495,0.2237710931768,0.2388114453411,0.2050623624358,0.0476889214966,0.9523110785033
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,All Grades,SBAC,ELA,0.6201372997711,0.1716247139588,0.0640732265446,0.045766590389,0.0983981693363,0.9016018306636
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,All Grades,SBAC,ELA,0.2214903252367,0.23507616303,0.2700699876492,0.23507616303,0.0382873610539,0.961712638946
2020-21,Walla Walla Public Schools,All,All Students,All Grades,SBAC,Math,0.4405301709103,0.2525287757237,0.1447506103941,0.1164980816184,0.0456923613533,0.9543076386466
2020-21,Walla Walla Public Schools,ELL,English Language Learners,All Grades,SBAC,Math,0.8179104477611,0.1014925373134,0.0179104477611,0.0,0.0626865671641,0.9373134328358
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,All Grades,SBAC,Math,0.3906003159557,0.2725118483412,0.161532385466,0.1319115323854,0.0434439178515,0.9565560821484
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,All Grades,SBAC,Math,0.4392294220665,0.2528896672504,0.1453590192644,0.1169877408056,0.0455341506129,0.954465849387
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,All Grades,SBAC,Math,0.2657512116316,0.2681744749596,0.2075928917609,0.2221324717285,0.0363489499192,0.9636510500807
2020-21,Walla Walla Public Schools,FRL,Low-Income,All Grades,SBAC,Math,0.573357888275,0.2406384284837,0.0969920196439,0.0362185389809,0.0527931246163,0.9472068753836
2020-21,Walla Walla Public Schools,Gender,Gender X,All Grades,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,All Grades,SBAC,Math,0.456614509246,0.2610241820768,0.1401137980085,0.0995732574679,0.0426742532005,0.9573257467994
2020-21,Walla Walla Public Schools,Gender,Male,All Grades,SBAC,Math,0.426997245179,0.2444903581267,0.1480716253443,0.1315426997245,0.0488980716253,0.9511019283746
2020-21,Walla Walla Public Schools,homeless,Homeless,All Grades,SBAC,Math,0.5576923076923,0.25,0.0384615384615,0.0384615384615,0.1153846153846,0.8846153846153
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,All Grades,SBAC,Math,0.4383658969804,0.2525754884547,0.1467140319715,0.1179396092362,0.044404973357,0.9555950266429
2020-21,Walla Walla Public Schools,Migrant,Migrant,All Grades,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,All Grades,SBAC,Math,0.4358883786647,0.2543270929,0.1465913104909,0.1179795125397,0.0452137054044,0.9547862945955
2020-21,Walla Walla Public Schools,Race,Black/ African American,All Grades,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,All Grades,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,All Grades,SBAC,Math,0.3636363636363,0.1818181818181,0.1818181818181,0.090909090909,0.1818181818181,0.8181818181818
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,All Grades,SBAC,Math,0.3592233009708,0.2912621359223,0.1165048543689,0.1747572815533,0.0582524271844,0.9417475728155
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,0.6008510638297,0.2340425531914,0.0961702127659,0.0331914893617,0.035744680851,0.9642553191489
2020-21,Walla Walla Public Schools,Race,White,All Grades,SBAC,Math,0.3234323432343,0.2653465346534,0.1821782178217,0.1768976897689,0.0521452145214,0.9478547854785
2020-21,Walla Walla Public Schools,s504,Section 504,All Grades,SBAC,Math,0.3857142857142,0.3357142857142,0.0928571428571,0.1214285714285,0.0642857142857,0.9357142857142
2020-21,Walla Walla Public Schools,s504,Non Section 504,All Grades,SBAC,Math,0.4433443344334,0.2482581591492,0.1474147414741,0.1162449578291,0.044737807114,0.9552621928859
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,All Grades,SBAC,Math,0.7368421052631,0.0938215102974,0.0366132723112,0.0274599542334,0.1052631578947,0.8947368421052
2020-21,Walla Walla Public Schools,Race,Asian,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,04,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,05,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,0.4372093023255,0.2279069767441,0.1627906976744,0.153488372093,0.0186046511627,0.9813953488372
2020-21,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,ELA,0.3203342618384,0.2284122562674,0.2033426183844,0.233983286908,0.0139275766016,0.9860724233983
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,ELA,0.4397163120567,0.2056737588652,0.1914893617021,0.1418439716312,0.0212765957446,0.9787234042553
2020-21,Walla Walla Public Schools,Race,White,05,SBAC,ELA,0.2437810945273,0.2487562189054,0.2139303482587,0.2885572139303,0.0049751243781,0.9950248756218
2020-21,Walla Walla Public Schools,s504,Section 504,05,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Homeless,05,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,Math,0.3286908077994,0.3064066852367,0.192200557103,0.1559888579387,0.016713091922,0.9832869080779
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Homeless,06,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,06,SBAC,Math,0.485,0.205,0.14,0.14,0.03,0.97
2020-21,Walla Walla Public Schools,homeless,Homeless,06,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,English Language Learners,07,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,07,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,07,SBAC,ELA,0.3213429256594,0.2278177458033,0.2613908872901,0.1510791366906,0.0383693045563,0.9616306954436
2020-21,Walla Walla Public Schools,Gender,Female,07,SBAC,ELA,0.2930232558139,0.2325581395348,0.2976744186046,0.1395348837209,0.0372093023255,0.9627906976744
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,07,SBAC,ELA,0.6578947368421,0.1578947368421,0.0657894736842,0.0394736842105,0.078947368421,0.9210526315789
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,07,SBAC,Math,0.4704301075268,0.2419354838709,0.1344086021505,0.1182795698924,0.0349462365591,0.9650537634408
2020-21,Walla Walla Public Schools,Gender,Male,07,SBAC,Math,0.4950980392156,0.1862745098039,0.1323529411764,0.142156862745,0.0441176470588,0.9558823529411
2020-21,Walla Walla Public Schools,homeless,Homeless,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,English Language Learners,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,English Language Learners,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,08,SBAC,ELA,0.2375979112271,0.2036553524804,0.3368146214099,0.1827676240208,0.0391644908616,0.9608355091383
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,08,SBAC,ELA,0.2761904761904,0.2047619047619,0.3119047619047,0.1666666666666,0.0404761904761,0.9595238095238
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,08,SBAC,ELA,0.2722891566265,0.2072289156626,0.3132530120481,0.1686746987951,0.0385542168674,0.9614457831325
2020-21,Walla Walla Public Schools,Migrant,Migrant,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,08,SBAC,ELA,0.2136986301369,0.2164383561643,0.3479452054794,0.1890410958904,0.0328767123287,0.9671232876712
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,08,SBAC,Math,0.4166666666666,0.2690476190476,0.1785714285714,0.097619047619,0.0380952380952,0.9619047619047
2020-21,Walla Walla Public Schools,Gender,Male,08,SBAC,Math,0.4306930693069,0.2920792079207,0.1386138613861,0.1089108910891,0.029702970297,0.9702970297029
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,08,SBAC,Math,0.4144578313253,0.2698795180722,0.1807228915662,0.0987951807228,0.0361445783132,0.9638554216867
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,09,SBAC,ELA,0.1991051454138,0.2595078299776,0.2885906040268,0.1610738255033,0.0917225950782,0.9082774049217
2020-21,Walla Walla Public Schools,Gender,Male,09,SBAC,ELA,0.2372093023255,0.2883720930232,0.2744186046511,0.1162790697674,0.0837209302325,0.9162790697674
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,09,SBAC,ELA,0.2022471910112,0.2561797752808,0.2898876404494,0.1617977528089,0.0898876404494,0.9101123595505
2020-21,Walla Walla Public Schools,Migrant,Migrant,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,09,SBAC,ELA,0.1985815602836,0.2505910165484,0.2884160756501,0.1678486997635,0.0945626477541,0.9054373522458
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,09,SBAC,ELA,0.1432291666666,0.265625,0.3255208333333,0.1848958333333,0.0807291666666,0.9192708333333
2020-21,Walla Walla Public Schools,Foster,Foster Care,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Gender X,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Migrant,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,09,SBAC,Math,0.4211711711711,0.2837837837837,0.1126126126126,0.099099099099,0.0833333333333,0.9166666666666
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Asian,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,White,09,SBAC,Math,0.3036437246963,0.3076923076923,0.1295546558704,0.1538461538461,0.1052631578947,0.8947368421052
2020-21,Walla Walla Public Schools,s504,Non Section 504,09,SBAC,Math,0.434988179669,0.2695035460992,0.1111111111111,0.1016548463356,0.0827423167848,0.9172576832151
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,11,SBAC,ELA,0.1695278969957,0.2038626609442,0.2532188841201,0.2832618025751,0.0901287553648,0.9098712446351
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,11,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,All Grades,AIM,Math,0.0,0.6,0.3,0.1,0.0,1.0
2020-21,Walla Walla Public Schools,Gender,Male,All Grades,AIM,Math,0.1363636363636,0.3181818181818,0.3181818181818,0.2272727272727,0.0,1.0
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,All Grades,AIM,Math,0.0882352941176,0.3529411764705,0.3823529411764,0.1764705882352,0.0,1.0
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),All Grades,AIM,Math,0.1666666666666,0.2777777777777,0.4444444444444,0.1111111111111,0.0,1.0
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,All Grades,SBAC,ELA,0.130153597413,0.1883589329021,0.308811641067,0.3322554567502,0.0404203718674,0.9595796281325
2020-21,Walla Walla Public Schools,homeless,Homeless,All Grades,SBAC,ELA,0.4615384615384,0.1923076923076,0.1730769230769,0.0576923076923,0.1153846153846,0.8846153846153
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,0.3965957446808,0.2629787234042,0.2144680851063,0.0902127659574,0.035744680851,0.9642553191489
2020-21,Walla Walla Public Schools,Foster,Foster Care,All Grades,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Military Parent,All Grades,SBAC,Math,0.3589743589743,0.2820512820512,0.2307692307692,0.1282051282051,0.0,1.0
2020-21,Walla Walla Public Schools,Military,Non Military Parent,All Grades,SBAC,Math,0.4416548797736,0.2521216407355,0.1435643564356,0.1163366336633,0.0463224893917,0.9536775106082
2020-21,Walla Walla Public Schools,Race,Asian,All Grades,SBAC,Math,0.3888888888888,0.1666666666666,0.2222222222222,0.2222222222222,0.0,1.0
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,All Grades,SBAC,Math,0.3872427983539,0.2810699588477,0.1641975308641,0.1325102880658,0.0349794238683,0.9650205761316
