SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,Count of students expected to test including previously passed,CountMetStandard,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,Percent Participation
2016-17,Walla Walla Public Schools,All,All Students,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,White,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,White,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,AIM,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,03,SBAC,ELA,,415.0,415.0,173.0,41.7%,0.356626506024,0.2168674698795,0.1831325301204,0.233734939759,0.4209245742092,0.0096385542168,0.9903614457832
2016-17,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,ELA,,84.0,84.0,6.0,7.1%,0.7142857142857,0.2142857142857,0.0714285714285,0.0,0.0714285714285,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,ELA,,331.0,331.0,167.0,50.5%,0.2658610271903,0.2175226586102,0.2114803625377,0.2930513595166,0.5107033639143,0.012084592145,0.987915407855
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,ELA,,415.0,415.0,173.0,41.7%,0.356626506024,0.2168674698795,0.1831325301204,0.233734939759,0.4209245742092,0.0096385542168,0.9903614457832
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,ELA,,166.0,166.0,111.0,66.9%,0.1265060240963,0.1867469879518,0.1987951807228,0.4698795180722,0.680981595092,0.0180722891566,0.9819277108434
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,ELA,,249.0,249.0,62.0,24.9%,0.5100401606425,0.2369477911646,0.1726907630522,0.0763052208835,0.25,0.004016064257,0.995983935743
2016-17,Walla Walla Public Schools,Gender,Female,03,SBAC,ELA,,203.0,203.0,98.0,48.3%,0.3004926108374,0.2118226600985,0.231527093596,0.2512315270935,0.4851485148514,0.0049261083743,0.9950738916257
2016-17,Walla Walla Public Schools,Gender,Male,03,SBAC,ELA,,212.0,212.0,75.0,35.4%,0.4103773584905,0.2216981132075,0.1367924528301,0.2169811320754,0.3588516746411,0.0141509433962,0.9858490566038
2016-17,Walla Walla Public Schools,homeless,Homeless,03,SBAC,ELA,,11.0,11.0,2.0,18.2%,0.5454545454545,0.2727272727272,0.1818181818181,0.0,0.1818181818181,0.0,1.0
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,ELA,,404.0,404.0,171.0,42.3%,0.3514851485148,0.2153465346534,0.1831683168316,0.2400990099009,0.4275,0.009900990099,0.990099009901
2016-17,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,ELA,Cross Student Group - N<10,,,,42.5%,0.3513513513513,0.2137592137592,0.1867321867321,0.2383292383292,0.4292803970223,0.009828009828,0.990171990172
2016-17,Walla Walla Public Schools,Military,Military Parent,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,ELA,Cross Student Group - N<10,,,,41.5%,0.3592233009708,0.2160194174757,0.1844660194174,0.2305825242718,0.4191176470588,0.009708737864,0.990291262136
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,ELA,Cross Student Group - N<10,,,,36.8%,0.4210526315789,0.2105263157894,0.1578947368421,0.2105263157894,0.3684210526315,0.0,1.0
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,ELA,,182.0,182.0,43.0,23.6%,0.5,0.2637362637362,0.1263736263736,0.1098901098901,0.2362637362637,0.0,1.0
2016-17,Walla Walla Public Schools,Race,White,03,SBAC,ELA,,210.0,210.0,122.0,58.1%,0.2238095238095,0.1761904761904,0.2333333333333,0.347619047619,0.5922330097087,0.0190476190476,0.9809523809524
2016-17,Walla Walla Public Schools,s504,Section 504,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,ELA,Cross Student Group - N<10,,,,41.9%,0.3571428571428,0.2167487684729,0.179802955665,0.2389162561576,0.4218362282878,0.0073891625615,0.9926108374385
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,ELA,,62.0,62.0,8.0,12.9%,0.7419354838709,0.0806451612903,0.0806451612903,0.0483870967741,0.1355932203389,0.0483870967741,0.9516129032259
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,ELA,,353.0,353.0,165.0,46.7%,0.2889518413597,0.2407932011331,0.2011331444759,0.2662889518413,0.46875,0.0028328611898,0.9971671388102
2016-17,Walla Walla Public Schools,All,All Students,03,SBAC,Math,,415.0,415.0,181.0,43.6%,0.3301204819277,0.2240963855421,0.2746987951807,0.1614457831325,0.4403892944038,0.0096385542168,0.9903614457832
2016-17,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,Math,,84.0,84.0,9.0,10.7%,0.6547619047619,0.2380952380952,0.1071428571428,0.0,0.1071428571428,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,Math,,331.0,331.0,172.0,52.0%,0.2477341389728,0.2205438066465,0.3172205438066,0.202416918429,0.525993883792,0.012084592145,0.987915407855
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,Math,,415.0,415.0,181.0,43.6%,0.3301204819277,0.2240963855421,0.2746987951807,0.1614457831325,0.4403892944038,0.0096385542168,0.9903614457832
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,Math,,166.0,166.0,113.0,68.1%,0.1385542168674,0.1686746987951,0.3734939759036,0.3072289156626,0.6890243902439,0.012048192771,0.987951807229
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,Math,,249.0,249.0,68.0,27.3%,0.4578313253012,0.2610441767068,0.2088353413654,0.0642570281124,0.2753036437246,0.008032128514,0.991967871486
2016-17,Walla Walla Public Schools,Gender,Female,03,SBAC,Math,,203.0,203.0,91.0,44.8%,0.3251231527093,0.2216748768472,0.2906403940886,0.1576354679802,0.4504950495049,0.0049261083743,0.9950738916257
2016-17,Walla Walla Public Schools,Gender,Male,03,SBAC,Math,,212.0,212.0,90.0,42.5%,0.3349056603773,0.2264150943396,0.2594339622641,0.1650943396226,0.4306220095693,0.0141509433962,0.9858490566038
2016-17,Walla Walla Public Schools,homeless,Homeless,03,SBAC,Math,<10%,,,,<10%,,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,Math,Cross Student Group - Top/Bottom,,,,44.6%,0.319306930693,0.2252475247524,0.279702970297,0.1658415841584,0.45,0.009900990099,0.990099009901
2016-17,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,Math,Cross Student Group - N<10,,,,43.7%,0.3292383292383,0.2235872235872,0.2727272727272,0.1646191646191,0.4416873449131,0.009828009828,0.990171990172
2016-17,Walla Walla Public Schools,Military,Military Parent,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,Math,Cross Student Group - N<10,,,,43.2%,0.3325242718446,0.2257281553398,0.2718446601941,0.1601941747572,0.4362745098039,0.009708737864,0.990291262136
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,Math,Cross Student Group - N<10,,,,52.6%,0.2631578947368,0.2105263157894,0.2631578947368,0.2631578947368,0.5263157894736,0.0,1.0
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,Math,,182.0,182.0,52.0,28.6%,0.4670329670329,0.2417582417582,0.2362637362637,0.0494505494505,0.2872928176795,0.0054945054945,0.9945054945055
2016-17,Walla Walla Public Schools,Race,White,03,SBAC,Math,,210.0,210.0,118.0,56.2%,0.2142857142857,0.2095238095238,0.3095238095238,0.2523809523809,0.5700483091787,0.0142857142857,0.9857142857143
2016-17,Walla Walla Public Schools,s504,Section 504,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,Math,Cross Student Group - N<10,,,,44.1%,0.3349753694581,0.2167487684729,0.2758620689655,0.1650246305418,0.4441687344913,0.0073891625615,0.9926108374385
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,Math,,62.0,62.0,9.0,14.5%,0.7419354838709,0.0645161290322,0.0967741935483,0.0483870967741,0.1525423728813,0.0483870967741,0.9516129032259
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,Math,,353.0,353.0,172.0,48.7%,0.2577903682719,0.2521246458923,0.3059490084985,0.1813031161473,0.4886363636363,0.0028328611898,0.9971671388102
2016-17,Walla Walla Public Schools,All,All Students,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2016-17,Walla Walla Public Schools,ELL,English Language Learners,04,AIM,ELA,N<10,,,,N<10,,,,,,,
