SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,Count of students expected to test including previously passed,CountMetStandard,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,Percent Participation
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,ELA,Cross Student Group - N<10,,,,42.7%,0.3629032258064,0.1881720430107,0.2016129032258,0.2258064516129,0.4368131868131,0.021505376344,0.9784946236559
2022-23,Walla Walla Public Schools,Military,Military Parent,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,ELA,Cross Student Group - N<10,,,,42.0%,0.3803191489361,0.1808510638297,0.1994680851063,0.220744680851,0.4281842818428,0.0186170212765,0.9813829787234
2022-23,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Asian,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,ELA,,158.0,158.0,36.0,22.8%,0.5379746835443,0.2215189873417,0.1645569620253,0.0632911392405,0.2307692307692,0.0126582278481,0.9873417721518
2022-23,Walla Walla Public Schools,Race,White,03,SBAC,ELA,,206.0,206.0,119.0,57.8%,0.2427184466019,0.1601941747572,0.2233009708737,0.3543689320388,0.589108910891,0.0194174757281,0.9805825242718
2022-23,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,ELA,,369.0,369.0,153.0,41.5%,0.3739837398373,0.1924119241192,0.1951219512195,0.2195121951219,0.4226519337016,0.0189701897018,0.9810298102981
2022-23,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,ELA,,310.0,310.0,149.0,48.1%,0.3,0.2,0.2225806451612,0.258064516129,0.4901315789473,0.0193548387096,0.9806451612903
2022-23,Walla Walla Public Schools,All,All Students,03,SBAC,Math,,381.0,381.0,179.0,47.0%,0.3385826771653,0.1706036745406,0.254593175853,0.2152230971128,0.4798927613941,0.020997375328,0.9790026246719
2022-23,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,Math,,88.0,88.0,18.0,20.5%,0.6022727272727,0.1931818181818,0.1590909090909,0.0454545454545,0.2045454545454,0.0,1.0
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,Math,Cross Student Group - N<10,,,,47.5%,0.3342175066312,0.1697612732095,0.2572944297082,0.2175066312997,0.4850948509485,0.0212201591511,0.9787798408488
2022-23,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,Math,,115.0,115.0,87.0,75.7%,0.1478260869565,0.0782608695652,0.3652173913043,0.391304347826,0.7699115044247,0.0173913043478,0.9826086956521
2022-23,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,Math,,266.0,266.0,92.0,34.6%,0.4210526315789,0.2105263157894,0.2067669172932,0.1390977443609,0.3538461538461,0.0225563909774,0.9774436090225
2022-23,Walla Walla Public Schools,Gender,Female,03,SBAC,Math,,187.0,187.0,89.0,47.6%,0.3475935828877,0.1550802139037,0.2459893048128,0.2299465240641,0.4863387978142,0.0213903743315,0.9786096256684
2022-23,Walla Walla Public Schools,Gender,Male,03,SBAC,Math,,194.0,194.0,90.0,46.4%,0.3298969072164,0.1855670103092,0.2628865979381,0.201030927835,0.4736842105263,0.020618556701,0.9793814432989
2022-23,Walla Walla Public Schools,homeless,Homeless,03,SBAC,Math,,14.0,14.0,3.0,21.4%,0.6428571428571,0.1428571428571,0.1428571428571,0.0714285714285,0.2142857142857,0.0,1.0
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,Math,,367.0,367.0,176.0,48.0%,0.3269754768392,0.1716621253405,0.258855585831,0.2207084468664,0.4902506963788,0.0217983651226,0.9782016348773
2022-23,Walla Walla Public Schools,Military,Military Parent,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,Math,Cross Student Group - N<10,,,,46.8%,0.3430851063829,0.1702127659574,0.252659574468,0.2154255319148,0.4769647696476,0.0186170212765,0.9813829787234
2022-23,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,s504,Section 504,03,SBAC,Math,,12.0,12.0,6.0,50.0%,0.3333333333333,0.0833333333333,0.1666666666666,0.3333333333333,0.5454545454545,0.0833333333333,0.9166666666666
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,Math,,71.0,71.0,10.0,14.1%,0.6338028169014,0.1971830985915,0.0985915492957,0.0422535211267,0.1449275362318,0.0281690140845,0.9718309859154
2022-23,Walla Walla Public Schools,All,All Students,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Gender,Male,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Low-Income,04,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,All,All Students,04,SBAC,ELA,,398.0,398.0,148.0,37.2%,0.4070351758793,0.2110552763819,0.1834170854271,0.1884422110552,0.3756345177664,0.0100502512562,0.9899497487437
2022-23,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,ELA,,83.0,83.0,4.0,4.8%,0.7831325301204,0.156626506024,0.0481927710843,0.0,0.0487804878048,0.012048192771,0.9879518072289
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,ELA,,315.0,315.0,144.0,45.7%,0.3079365079365,0.2253968253968,0.2190476190476,0.2380952380952,0.4615384615384,0.0095238095238,0.9904761904761
2022-23,Walla Walla Public Schools,Foster,Foster Care,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,ELA,,117.0,117.0,81.0,69.2%,0.1452991452991,0.1538461538461,0.2649572649572,0.4273504273504,0.6982758620689,0.008547008547,0.9914529914529
2022-23,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,ELA,,281.0,281.0,67.0,23.8%,0.5160142348754,0.2348754448398,0.1494661921708,0.0889679715302,0.2410071942446,0.0106761565836,0.9893238434163
2022-23,Walla Walla Public Schools,Gender,Male,04,SBAC,ELA,,188.0,188.0,61.0,32.4%,0.4202127659574,0.2393617021276,0.1968085106382,0.127659574468,0.3297297297297,0.0159574468085,0.9840425531914
2022-23,Walla Walla Public Schools,Gender,Female,04,SBAC,ELA,,210.0,210.0,87.0,41.4%,0.395238095238,0.1857142857142,0.1714285714285,0.2428571428571,0.4162679425837,0.0047619047619,0.995238095238
2022-23,Walla Walla Public Schools,homeless,Homeless,04,SBAC,ELA,,18.0,18.0,4.0,22.2%,0.5555555555555,0.2222222222222,0.1666666666666,0.0555555555555,0.2222222222222,0.0,1.0
2022-23,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,ELA,Cross Student Group - N<10,,,,37.7%,0.4045801526717,0.208651399491,0.1857506361323,0.1908396946564,0.3804627249357,0.0101781170483,0.9898218829516
2022-23,Walla Walla Public Schools,Military,Military Parent,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,s504,Section 504,04,SBAC,ELA,,16.0,16.0,10.0,62.5%,0.1875,0.1875,0.3125,0.3125,0.625,0.0,1.0
2022-23,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,ELA,,382.0,382.0,138.0,36.1%,0.4162303664921,0.2120418848167,0.1780104712041,0.1832460732984,0.3650793650793,0.0104712041884,0.9895287958115
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,ELA,,69.0,69.0,12.0,17.4%,0.695652173913,0.1014492753623,0.1014492753623,0.0724637681159,0.1791044776119,0.0289855072463,0.9710144927536
2022-23,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,ELA,,329.0,329.0,136.0,41.3%,0.3465045592705,0.2340425531914,0.2006079027355,0.2127659574468,0.4159021406727,0.0060790273556,0.9939209726443
2022-23,Walla Walla Public Schools,All,All Students,04,SBAC,Math,,398.0,398.0,159.0,39.9%,0.321608040201,0.2688442211055,0.21608040201,0.1834170854271,0.4035532994923,0.0100502512562,0.9899497487437
2022-23,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,Math,,83.0,83.0,9.0,10.8%,0.6265060240963,0.2530120481927,0.0843373493975,0.0240963855421,0.1097560975609,0.012048192771,0.9879518072289
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,Math,,315.0,315.0,150.0,47.6%,0.2412698412698,0.2730158730158,0.2507936507936,0.2253968253968,0.4807692307692,0.0095238095238,0.9904761904761
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,Math,Cross Student Group - N<10,,,,40.1%,0.3198992443324,0.2695214105793,0.2166246851385,0.1838790931989,0.4045801526717,0.0100755667506,0.9899244332493
2022-23,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,Math,,117.0,117.0,79.0,67.5%,0.059829059829,0.2564102564102,0.2820512820512,0.3931623931623,0.6810344827586,0.008547008547,0.9914529914529
2022-23,Walla Walla Public Schools,Gender,Male,04,SBAC,Math,,188.0,188.0,78.0,41.5%,0.3031914893617,0.2659574468085,0.2340425531914,0.1808510638297,0.4216216216216,0.0159574468085,0.9840425531914
2022-23,Walla Walla Public Schools,Gender,Female,04,SBAC,Math,,210.0,210.0,81.0,38.6%,0.3380952380952,0.2714285714285,0.2,0.1857142857142,0.3875598086124,0.0047619047619,0.995238095238
2022-23,Walla Walla Public Schools,homeless,Homeless,04,SBAC,Math,<17%,,,,<17%,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,Math,Cross Student Group - Top/Bottom,,,,41.3%,0.3210526315789,0.2552631578947,0.2210526315789,0.1921052631578,0.4175531914893,0.0105263157894,0.9894736842105
2022-23,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Military Parent,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Non Military Parent,04,SBAC,Math,Cross Student Group - N<10,,,,39.5%,0.3230769230769,0.2717948717948,0.2179487179487,0.176923076923,0.3989637305699,0.0102564102564,0.9897435897435
2022-23,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,Math,<20%,,,,<20%,,,,,,,
2022-23,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Asian,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,Math,,169.0,169.0,39.0,23.1%,0.4556213017751,0.3017751479289,0.1479289940828,0.0828402366863,0.2335329341317,0.0118343195266,0.9881656804733
2022-23,Walla Walla Public Schools,Race,White,04,SBAC,Math,,199.0,199.0,107.0,53.8%,0.2261306532663,0.2311557788944,0.2713567839195,0.2663316582914,0.540404040404,0.0050251256281,0.9949748743718
2022-23,Walla Walla Public Schools,s504,Section 504,04,SBAC,Math,,16.0,16.0,9.0,56.3%,0.0625,0.375,0.3125,0.25,0.5625,0.0,1.0
2022-23,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,Math,,382.0,382.0,150.0,39.3%,0.3324607329842,0.2643979057591,0.2120418848167,0.1806282722513,0.3968253968253,0.0104712041884,0.9895287958115
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,Math,,69.0,69.0,12.0,17.4%,0.6231884057971,0.1739130434782,0.0724637681159,0.1014492753623,0.1791044776119,0.0289855072463,0.9710144927536
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Low-Income,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,White,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,s504,Non Section 504,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,All,All Students,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,English Language Learners,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Low-Income,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,All,All Students,05,SBAC,ELA,,378.0,378.0,159.0,42.1%,0.3597883597883,0.2169312169312,0.2275132275132,0.1931216931216,0.4217506631299,0.0026455026455,0.9973544973544
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,ELA,Cross Student Group - N<10,,,,42.2%,0.3580901856763,0.2175066312997,0.2281167108753,0.1936339522546,0.4228723404255,0.0026525198938,0.9973474801061
2022-23,Walla Walla Public Schools,Race,Black/ African American,06,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,ELA,,115.0,115.0,79.0,68.7%,0.1652173913043,0.1478260869565,0.3043478260869,0.3826086956521,0.6869565217391,0.0,1.0
2022-23,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,,263.0,263.0,80.0,30.4%,0.444866920152,0.2471482889733,0.1939163498098,0.1102661596958,0.3053435114503,0.0038022813688,0.9961977186311
2022-23,Walla Walla Public Schools,Gender,Female,05,SBAC,ELA,,187.0,187.0,84.0,44.9%,0.2941176470588,0.2513368983957,0.235294117647,0.2139037433155,0.4516129032258,0.0053475935828,0.9946524064171
2022-23,Walla Walla Public Schools,Gender,Male,05,SBAC,ELA,,191.0,191.0,75.0,39.3%,0.4240837696335,0.1832460732984,0.2198952879581,0.1727748691099,0.392670157068,0.0,1.0
2022-23,Walla Walla Public Schools,homeless,Homeless,05,SBAC,ELA,,16.0,16.0,5.0,31.3%,0.375,0.3125,0.3125,0.0,0.3125,0.0,1.0
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,ELA,,362.0,362.0,154.0,42.5%,0.3591160220994,0.2127071823204,0.2237569060773,0.2016574585635,0.4265927977839,0.0027624309392,0.9972375690607
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,ELA,Cross Student Group - N<10,,,,42.4%,0.3546666666666,0.2186666666666,0.2293333333333,0.1946666666666,0.4251336898395,0.0026666666666,0.9973333333333
2022-23,Walla Walla Public Schools,Military,Military Parent,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,05,SBAC,ELA,,63.0,63.0,9.0,14.3%,0.6825396825396,0.1587301587301,0.095238095238,0.047619047619,0.1451612903225,0.015873015873,0.9841269841269
2022-23,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,ELA,,315.0,315.0,150.0,47.6%,0.295238095238,0.2285714285714,0.2539682539682,0.2222222222222,0.4761904761904,0.0,1.0
2022-23,Walla Walla Public Schools,All,All Students,05,SBAC,Math,,378.0,378.0,135.0,35.7%,0.3677248677248,0.2671957671957,0.1349206349206,0.2222222222222,0.36,0.0079365079365,0.9920634920634
2022-23,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,Math,,60.0,60.0,5.0,8.3%,0.75,0.1666666666666,0.0333333333333,0.05,0.0833333333333,0.0,1.0
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,Math,,318.0,318.0,130.0,40.9%,0.2955974842767,0.2861635220125,0.1540880503144,0.254716981132,0.4126984126984,0.0094339622641,0.9905660377358
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,Math,Cross Student Group - N<10,,,,35.5%,0.3687002652519,0.2679045092838,0.1352785145888,0.2201591511936,0.3582887700534,0.0079575596816,0.9920424403183
2022-23,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,Math,,115.0,115.0,73.0,63.5%,0.2,0.1565217391304,0.191304347826,0.4434782608695,0.6403508771929,0.0086956521739,0.991304347826
2022-23,Walla Walla Public Schools,Gender,Female,05,SBAC,Math,,187.0,187.0,54.0,28.9%,0.3582887700534,0.3475935828877,0.1283422459893,0.1604278074866,0.2903225806451,0.0053475935828,0.9946524064171
2022-23,Walla Walla Public Schools,Gender,Male,05,SBAC,Math,,191.0,191.0,81.0,42.4%,0.3769633507853,0.1884816753926,0.1413612565445,0.282722513089,0.4285714285714,0.0104712041884,0.9895287958115
2022-23,Walla Walla Public Schools,homeless,Homeless,05,SBAC,Math,<19%,,,,<19%,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,Math,Cross Student Group - Top/Bottom,,,,36.5%,0.3563535911602,0.2707182320441,0.1381215469613,0.2265193370165,0.3676880222841,0.0082872928176,0.9917127071823
2022-23,Walla Walla Public Schools,Migrant,Migrant,05,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Military Parent,05,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,Math,Cross Student Group - N<10,,,,35.5%,0.3706666666666,0.2666666666666,0.1333333333333,0.2213333333333,0.3575268817204,0.008,0.992
2022-23,Walla Walla Public Schools,Race,Black/ African American,05,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Asian,05,SBAC,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,Math,Cross Student Group - N<10,,,,23.5%,0.4117647058823,0.3529411764705,0.0588235294117,0.1764705882352,0.235294117647,0.0,1.0
2022-23,Walla Walla Public Schools,Race,White,05,SBAC,Math,,172.0,172.0,83.0,48.3%,0.2848837209302,0.2209302325581,0.1337209302325,0.3488372093023,0.4882352941176,0.0116279069767,0.9883720930232
2022-23,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,Math,,180.0,180.0,44.0,24.4%,0.45,0.3055555555555,0.1388888888888,0.1055555555555,0.2444444444444,0.0,1.0
2022-23,Walla Walla Public Schools,s504,Section 504,05,SBAC,Math,,20.0,20.0,5.0,25.0%,0.35,0.4,0.1,0.15,0.25,0.0,1.0
2022-23,Walla Walla Public Schools,s504,Non Section 504,05,SBAC,Math,,358.0,358.0,130.0,36.3%,0.3687150837988,0.2597765363128,0.1368715083798,0.2262569832402,0.3661971830985,0.0083798882681,0.9916201117318
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,05,SBAC,Math,,63.0,63.0,6.0,9.5%,0.7777777777777,0.1111111111111,0.015873015873,0.079365079365,0.0967741935483,0.015873015873,0.9841269841269
2022-23,Walla Walla Public Schools,All,All Students,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,English Language Learners,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,FRL,Low-Income,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Gender,Female,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Gender,Male,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,s504,Non Section 504,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,06,AIM,ELA,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,All,All Students,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,English Language Learners,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Gender,Female,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Gender,Male,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,homeless,Non-Homeless,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,SWD,Students with Disabilities,06,AIM,Math,N<10,,,,N<10,,,,,,,
2022-23,Walla Walla Public Schools,ELL,English Language Learners,06,SBAC,ELA,,50.0,50.0,4.0,8.0%,0.66,0.26,0.08,0.0,0.08,0.0,1.0
2022-23,Walla Walla Public Schools,ELL,Non-English Language Learners,06,SBAC,ELA,,323.0,323.0,142.0,44.0%,0.2941176470588,0.2476780185758,0.235294117647,0.204334365325,0.4479495268138,0.0185758513931,0.9814241486068
2022-23,Walla Walla Public Schools,Foster,Non-Foster Care,06,SBAC,ELA,,373.0,373.0,146.0,39.1%,0.3431635388739,0.2493297587131,0.2144772117962,0.1769436997319,0.3978201634877,0.0160857908847,0.9839142091152
