SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Count of Students Expected to Test,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentParticipation
2015-16,Walla Walla Public Schools,FRL,Low-Income,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Male,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Female,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Military,Unknown,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,White,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,s504,Non Section 504,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,All,All Students,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,FRL,Low-Income,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Gender,Female,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Gender,Male,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Military,Unknown,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,White,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,s504,Non Section 504,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,All,All Students,04,SBAC,ELA,407.0,0.2481572481572,0.2285012285012,0.2555282555282,0.2628992628992,0.995085995086
2015-16,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,ELA,80.0,0.4375,0.3375,0.1875,0.025,0.9875
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,ELA,327.0,0.2018348623853,0.2018348623853,0.2721712538226,0.3211009174311,0.9969418960245
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,ELA,407.0,0.2481572481572,0.2285012285012,0.2555282555282,0.2628992628992,0.995085995086
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,ELA,175.0,0.0971428571428,0.1314285714285,0.2914285714285,0.48,1.0
2015-16,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,ELA,232.0,0.3620689655172,0.301724137931,0.228448275862,0.0991379310344,0.9913793103449
2015-16,Walla Walla Public Schools,Gender,Female,04,SBAC,ELA,171.0,0.2222222222222,0.1812865497076,0.2923976608187,0.3040935672514,1.0
2015-16,Walla Walla Public Schools,Gender,Male,04,SBAC,ELA,236.0,0.2669491525423,0.2627118644067,0.228813559322,0.2330508474576,0.9915254237289
2015-16,Walla Walla Public Schools,homeless,Homeless,04,SBAC,ELA,14.0,0.2857142857142,0.2857142857142,0.2142857142857,0.2142857142857,1.0
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,ELA,393.0,0.2468193384223,0.2264631043256,0.2569974554707,0.2646310432569,0.9949109414759
2015-16,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,ELA,,0.2456575682382,0.2258064516129,0.258064516129,0.2655086848635,0.9950372208437
2015-16,Walla Walla Public Schools,Military,Unknown,04,SBAC,ELA,407.0,0.2481572481572,0.2285012285012,0.2555282555282,0.2628992628992,0.995085995086
2015-16,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,04,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,Asian,04,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,ELA,18.0,0.2777777777777,0.2222222222222,0.1666666666666,0.2777777777777,0.9444444444445
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,ELA,166.0,0.3313253012048,0.3012048192771,0.2650602409638,0.0963855421686,0.9939759036145
2015-16,Walla Walla Public Schools,Race,White,04,SBAC,ELA,212.0,0.188679245283,0.1839622641509,0.2452830188679,0.3820754716981,1.0
2015-16,Walla Walla Public Schools,s504,Section 504,04,SBAC,ELA,12.0,0.4166666666666,0.25,0.1666666666666,0.1666666666666,1.0
2015-16,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,ELA,395.0,0.2430379746835,0.2278481012658,0.2582278481012,0.2658227848101,0.9949367088608
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,ELA,58.0,0.5,0.2586206896551,0.1206896551724,0.0862068965517,0.9655172413794
2015-16,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,ELA,349.0,0.2063037249283,0.2234957020057,0.2779369627507,0.2922636103151,1.0
2015-16,Walla Walla Public Schools,All,All Students,04,SBAC,Math,407.0,0.1867321867321,0.3513513513513,0.2825552825552,0.1744471744471,0.995085995086
2015-16,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,Math,80.0,0.3,0.4875,0.2,0.0,0.9875
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,Math,327.0,0.1590214067278,0.3180428134556,0.3027522935779,0.2171253822629,0.9969418960245
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,Math,407.0,0.1867321867321,0.3513513513513,0.2825552825552,0.1744471744471,0.995085995086
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,Math,175.0,0.0342857142857,0.2742857142857,0.3771428571428,0.3142857142857,1.0
2015-16,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,Math,232.0,0.301724137931,0.4094827586206,0.2112068965517,0.0689655172413,0.9913793103449
2015-16,Walla Walla Public Schools,Gender,Female,04,SBAC,Math,171.0,0.1929824561403,0.3625730994152,0.2690058479532,0.1754385964912,1.0
2015-16,Walla Walla Public Schools,Gender,Male,04,SBAC,Math,236.0,0.1822033898305,0.343220338983,0.2923728813559,0.1737288135593,0.9915254237289
2015-16,Walla Walla Public Schools,homeless,Homeless,04,SBAC,Math,14.0,0.2857142857142,0.3571428571428,0.2142857142857,0.1428571428571,1.0
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,Math,393.0,0.1832061068702,0.3511450381679,0.2849872773536,0.1755725190839,0.9949109414759
2015-16,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,Math,,0.1861042183622,0.3473945409429,0.2853598014888,0.1761786600496,0.9950372208437
2015-16,Walla Walla Public Schools,Military,Unknown,04,SBAC,Math,407.0,0.1867321867321,0.3513513513513,0.2825552825552,0.1744471744471,0.995085995086
2015-16,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,04,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,Asian,04,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,Math,18.0,0.3888888888888,0.2222222222222,0.2222222222222,0.1666666666666,1.0
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,Math,166.0,0.2650602409638,0.4156626506024,0.2530120481927,0.0602409638554,0.9939759036145
2015-16,Walla Walla Public Schools,Race,White,04,SBAC,Math,212.0,0.1132075471698,0.3207547169811,0.3066037735849,0.254716981132,0.995283018868
2015-16,Walla Walla Public Schools,s504,Section 504,04,SBAC,Math,12.0,0.0833333333333,0.5833333333333,0.25,0.0833333333333,1.0
2015-16,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,Math,395.0,0.1898734177215,0.3443037974683,0.2835443037974,0.1772151898734,0.9949367088608
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,Math,58.0,0.551724137931,0.1896551724137,0.1724137931034,0.051724137931,0.9655172413794
2015-16,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,Math,349.0,0.1260744985673,0.378223495702,0.3008595988538,0.1948424068767,1.0
2015-16,Walla Walla Public Schools,All,All Students,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,FRL,Low-Income,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Male,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Female,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Military,Unknown,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,White,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,s504,Non Section 504,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,All,All Students,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,FRL,Low-Income,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Gender,Male,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Gender,Female,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Military,Unknown,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,White,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,s504,Non Section 504,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,Math,,,,,,
2015-16,Walla Walla Public Schools,All,All Students,05,SBAC,ELA,454.0,0.2555066079295,0.2136563876651,0.2907488986784,0.2312775330396,0.9911894273128
2015-16,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,ELA,91.0,0.6043956043956,0.2417582417582,0.1428571428571,0.010989010989,1.0
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,ELA,363.0,0.1680440771349,0.2066115702479,0.32782369146,0.2865013774104,0.9889807162535
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,ELA,454.0,0.2555066079295,0.2136563876651,0.2907488986784,0.2312775330396,0.9911894273128
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,ELA,206.0,0.0873786407766,0.1796116504854,0.3349514563106,0.3932038834951,0.995145631068
2015-16,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,248.0,0.3951612903225,0.2419354838709,0.2540322580645,0.0967741935483,0.9879032258065
2015-16,Walla Walla Public Schools,Gender,Female,05,SBAC,ELA,225.0,0.2222222222222,0.2088888888888,0.28,0.2711111111111,0.9822222222223
2015-16,Walla Walla Public Schools,Gender,Male,05,SBAC,ELA,229.0,0.2882096069868,0.2183406113537,0.3013100436681,0.1921397379912,1.0
2015-16,Walla Walla Public Schools,homeless,Homeless,05,SBAC,ELA,20.0,0.45,0.3,0.15,0.0,0.9
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,ELA,434.0,0.2465437788018,0.2096774193548,0.2972350230414,0.2419354838709,0.9953917050692
2015-16,Walla Walla Public Schools,Migrant,Migrant,05,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,ELA,,0.2454954954954,0.2139639639639,0.295045045045,0.2364864864864,0.990990990991
2015-16,Walla Walla Public Schools,Military,Unknown,05,SBAC,ELA,454.0,0.2555066079295,0.2136563876651,0.2907488986784,0.2312775330396,0.9911894273128
2015-16,Walla Walla Public Schools,Race,Black/ African American,05,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,Asian,05,SBAC,ELA,,,,,,
2015-16,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,ELA,11.0,0.2727272727272,0.1818181818181,0.2727272727272,0.2727272727272,1.0
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,ELA,186.0,0.4139784946236,0.2473118279569,0.2365591397849,0.1021505376344,1.0
2015-16,Walla Walla Public Schools,Race,White,05,SBAC,ELA,242.0,0.1198347107438,0.194214876033,0.3471074380165,0.3223140495867,0.9834710743802
2015-16,Walla Walla Public Schools,s504,Section 504,05,SBAC,ELA,15.0,0.3333333333333,0.3333333333333,0.1333333333333,0.2,1.0
2015-16,Walla Walla Public Schools,s504,Non Section 504,05,SBAC,ELA,439.0,0.25284738041,0.2095671981776,0.2961275626423,0.2323462414578,0.990888382688
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,05,SBAC,ELA,55.0,0.7454545454545,0.1272727272727,0.1090909090909,0.0,0.9818181818182
2015-16,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,ELA,399.0,0.187969924812,0.2255639097744,0.3157894736842,0.2631578947368,0.9924812030076
2015-16,Walla Walla Public Schools,All,All Students,05,SBAC,Math,455.0,0.3582417582417,0.3076923076923,0.1516483516483,0.1758241758241,0.9934065934066
2015-16,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,Math,91.0,0.7802197802197,0.1868131868131,0.032967032967,0.0,1.0
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,Math,364.0,0.2527472527472,0.337912087912,0.1813186813186,0.2197802197802,0.9917582417583
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,Math,455.0,0.3582417582417,0.3076923076923,0.1516483516483,0.1758241758241,0.9934065934066
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,Math,206.0,0.1601941747572,0.3155339805825,0.2135922330097,0.3106796116504,1.0
2015-16,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,Math,249.0,0.5220883534136,0.3012048192771,0.1004016064257,0.0642570281124,0.987951807229
2015-16,Walla Walla Public Schools,Gender,Female,05,SBAC,Math,225.0,0.3911111111111,0.2977777777777,0.1377777777777,0.16,0.9866666666667
2015-16,Walla Walla Public Schools,Gender,Male,05,SBAC,Math,230.0,0.3260869565217,0.3173913043478,0.1652173913043,0.191304347826,1.0
2015-16,Walla Walla Public Schools,homeless,Homeless,05,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,Math,,0.3502304147465,0.3064516129032,0.1566820276497,0.184331797235,0.9976958525346
2015-16,Walla Walla Public Schools,Migrant,Migrant,05,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,Math,,0.3505617977528,0.3078651685393,0.1550561797752,0.1797752808988,0.9932584269663
2015-16,Walla Walla Public Schools,Military,Unknown,05,SBAC,Math,455.0,0.3582417582417,0.3076923076923,0.1516483516483,0.1758241758241,0.9934065934066
2015-16,Walla Walla Public Schools,Race,Black/ African American,05,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,Asian,05,SBAC,Math,,,,,,
2015-16,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,Math,,0.2727272727272,0.4545454545454,0.090909090909,0.1818181818181,1.0
2015-16,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,Math,186.0,0.5537634408602,0.2956989247311,0.0698924731182,0.0806451612903,1.0
2015-16,Walla Walla Public Schools,Race,White,05,SBAC,Math,242.0,0.2024793388429,0.3181818181818,0.2148760330578,0.2520661157024,0.9876033057852
2015-16,Walla Walla Public Schools,s504,Section 504,05,SBAC,Math,15.0,0.2666666666666,0.6,0.0666666666666,0.0666666666666,1.0
2015-16,Walla Walla Public Schools,s504,Non Section 504,05,SBAC,Math,440.0,0.3613636363636,0.2977272727272,0.1545454545454,0.1795454545454,0.9931818181819
2015-16,Walla Walla Public Schools,SWD,Students with Disabilities,05,SBAC,Math,55.0,0.8363636363636,0.0727272727272,0.0545454545454,0.0181818181818,0.9818181818182
2015-16,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,Math,400.0,0.2925,0.34,0.165,0.1975,0.995
2015-16,Walla Walla Public Schools,All,All Students,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,ELL,Non-English Language Learners,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Foster,Non-Foster Care,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,FRL,Non-Low Income,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,FRL,Low-Income,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Female,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Gender,Male,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,homeless,Non-Homeless,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Migrant,Non Migrant,06,AIM,ELA,,,,,,
2015-16,Walla Walla Public Schools,Military,Unknown,06,AIM,ELA,,,,,,
